0	0.06100156050503618
1	4.270109235352533
2	4.4275783799120445
3	4.308412540785927
4	4.434671584621932
5	4.763796283160732
6	5.7270534827635124
7	7.327280465314229
8	9.372960703645909
9	9.97730174492836
10	9.517662079727621
11	9.446730032628741
12	8.367144275783799
13	4.772308128812598
14	4.5183714001986095
15	3.4231805929919137
16	1.9052347850758975
17	1.058306142715279
18	0.9121861256915874
19	0.6213647325861824
20	0.43410412824514116
21	0.19860973187686196
22	0.09930486593843098
23	0.05532699673712583
