1	1.9499725206851175
2	1.8767111545850117
3	1.8537697082150546
4	1.723633723421956
5	1.7535332348447796
6	1.798558974643399
7	1.8202399019820399
8	1.8916356999157973
9	1.810760798866541
10	1.8581563144440354
11	1.7747099545708942
12	1.890828967735755
13	1.9646449622096396
14	1.942913614109746
15	1.9595524653231216
16	1.8878037220605957
17	1.8516016154811905
18	1.9516364058064548
19	1.9530481871215293
20	1.9455354936948839
21	1.9263251836576227
22	1.934291663935542
23	1.9448800237985995
24	1.8523579268999804
25	1.8674841552757764
26	1.9163418729295976
27	2.0394189511473244
28	1.9378715379844806
29	1.9530481871215293
30	1.8665765815732285
31	1.7887269261991319
32	1.9498212584013592
33	2.007048822423121
34	1.963989492313355
35	1.9144258840019968
36	1.9861242065032698
37	2.017385078479915
38	2.0282255421492352
39	2.003267265329172
40	1.8539713912600655
41	1.9627793940432914
42	1.9992336044289596
43	2.0199565373038
44	1.9411993082271557
45	1.9079216058004043
46	1.999889074325244
47	1.9876368293408493
48	1.9978218231138853
49	1.9755358466402126
50	1.988846927610913
51	1.8739884334773687
52	1.8598201995653731
53	0.27454104502069776
